gid_1,gid_0,survey_year,outcome,observed,source
KHM.24_1,KHM,2021,internet_women,52.2,dhs
KHM.24_1,KHM,2021,internet_men,84.9,dhs
KHM.24_1,KHM,2021,internet_fm_ratio,0.612,dhs
KHM.24_1,KHM,2021,mobile_women,85.3,dhs
KHM.24_1,KHM,2021,mobile_men,93.5,dhs
KHM.24_1,KHM,2021,mobile_fm_ratio,0.912,dhs
KHM.25_1,KHM,2021,internet_women,49.3,dhs
KHM.25_1,KHM,2021,internet_men,50.6,dhs
KHM.25_1,KHM,2021,internet_fm_ratio,0.974,dhs
KHM.25_1,KHM,2021,mobile_women,82.7,dhs
KHM.25_1,KHM,2021,mobile_men,85.4,dhs
KHM.25_1,KHM,2021,mobile_fm_ratio,0.968,dhs
KHM.3_1,KHM,2021,internet_women,62.7,dhs
KHM.3_1,KHM,2021,internet_men,36.5,dhs
KHM.3_1,KHM,2021,internet_fm_ratio,1.707,dhs
KHM.3_1,KHM,2021,mobile_women,77.7,dhs
KHM.3_1,KHM,2021,mobile_men,90.1,dhs
KHM.3_1,KHM,2021,mobile_fm_ratio,0.862,dhs
KHM.4_1,KHM,2021,internet_women,67.5,dhs
KHM.4_1,KHM,2021,internet_men,71.5,dhs
KHM.4_1,KHM,2021,internet_fm_ratio,0.939,dhs
KHM.4_1,KHM,2021,mobile_women,83.7,dhs
KHM.4_1,KHM,2021,mobile_men,89.1,dhs
KHM.4_1,KHM,2021,mobile_fm_ratio,0.939,dhs
KHM.5_1,KHM,2021,internet_women,65,dhs
KHM.5_1,KHM,2021,internet_men,77.7,dhs
KHM.5_1,KHM,2021,internet_fm_ratio,0.837,dhs
KHM.5_1,KHM,2021,mobile_women,83,dhs
KHM.5_1,KHM,2021,mobile_men,87.3,dhs
KHM.5_1,KHM,2021,mobile_fm_ratio,0.95,dhs
KHM.6_1,KHM,2021,internet_women,72.7,dhs
KHM.6_1,KHM,2021,internet_men,82.8,dhs
KHM.6_1,KHM,2021,internet_fm_ratio,0.875,dhs
KHM.6_1,KHM,2021,mobile_women,81.5,dhs
KHM.6_1,KHM,2021,mobile_men,90.3,dhs
KHM.6_1,KHM,2021,mobile_fm_ratio,0.903,dhs
KHM.7_1,KHM,2021,internet_women,76.4,dhs
KHM.7_1,KHM,2021,internet_men,74.5,dhs
KHM.7_1,KHM,2021,internet_fm_ratio,0.952,dhs
KHM.7_1,KHM,2021,mobile_women,87.2,dhs
KHM.7_1,KHM,2021,mobile_men,92.8,dhs
KHM.7_1,KHM,2021,mobile_fm_ratio,0.94,dhs
KHM.8_1,KHM,2021,internet_women,75.6,dhs
KHM.8_1,KHM,2021,internet_men,78.5,dhs
KHM.8_1,KHM,2021,internet_fm_ratio,0.961,dhs
KHM.8_1,KHM,2021,mobile_women,88.4,dhs
KHM.8_1,KHM,2021,mobile_men,92.1,dhs
KHM.8_1,KHM,2021,mobile_fm_ratio,0.96,dhs
KHM.9_1,KHM,2021,internet_women,66,dhs
KHM.9_1,KHM,2021,internet_men,90.9,dhs
KHM.9_1,KHM,2021,internet_fm_ratio,0.721,dhs
KHM.9_1,KHM,2021,mobile_women,87.9,dhs
KHM.9_1,KHM,2021,mobile_men,97.2,dhs
KHM.9_1,KHM,2021,mobile_fm_ratio,0.904,dhs
NPL.1_1,NPL,2022,internet_women,69.7,dhs
NPL.1_1,NPL,2022,internet_men,79.9,dhs
NPL.1_1,NPL,2022,internet_fm_ratio,0.849,dhs
NPL.1_1,NPL,2022,mobile_women,77.6,dhs
NPL.1_1,NPL,2022,mobile_men,93.3,dhs
NPL.1_1,NPL,2022,mobile_fm_ratio,0.832,dhs
NPL.1_1,NPL,2016,internet_women,29.1,dhs
NPL.1_1,NPL,2016,internet_men,54.4,dhs
NPL.1_1,NPL,2016,internet_fm_ratio,0.518,dhs
NPL.1_1,NPL,2016,mobile_women,73.3,dhs
NPL.1_1,NPL,2016,mobile_men,91.3,dhs
NPL.1_1,NPL,2016,mobile_fm_ratio,0.802,dhs
NPL.2_1,NPL,2016,internet_women,22.6,dhs
NPL.2_1,NPL,2016,internet_men,40.8,dhs
NPL.2_1,NPL,2016,internet_fm_ratio,0.504,dhs
NPL.2_1,NPL,2016,mobile_women,72.3,dhs
NPL.2_1,NPL,2016,mobile_men,88.7,dhs
NPL.2_1,NPL,2016,mobile_fm_ratio,0.815,dhs
NPL.2_1,NPL,2022,internet_women,65,dhs
NPL.2_1,NPL,2022,internet_men,71.2,dhs
NPL.2_1,NPL,2022,internet_fm_ratio,0.886,dhs
NPL.2_1,NPL,2022,mobile_women,78.6,dhs
NPL.2_1,NPL,2022,mobile_men,86,dhs
NPL.2_1,NPL,2022,mobile_fm_ratio,0.914,dhs
NPL.3_1,NPL,2016,internet_women,8.8,dhs
NPL.3_1,NPL,2016,internet_men,34.6,dhs
NPL.3_1,NPL,2016,internet_fm_ratio,0.238,dhs
NPL.3_1,NPL,2016,mobile_women,66.1,dhs
NPL.3_1,NPL,2016,mobile_men,84,dhs
NPL.3_1,NPL,2016,mobile_fm_ratio,0.787,dhs
NPL.3_1,NPL,2022,internet_women,50.3,dhs
NPL.3_1,NPL,2022,internet_men,70.2,dhs
NPL.3_1,NPL,2022,internet_fm_ratio,0.693,dhs
NPL.3_1,NPL,2022,mobile_women,74.8,dhs
NPL.3_1,NPL,2022,mobile_men,91,dhs
NPL.3_1,NPL,2022,mobile_fm_ratio,0.822,dhs
NPL.4_1,NPL,2022,internet_women,54.3,dhs
NPL.4_1,NPL,2022,internet_men,68.1,dhs
NPL.4_1,NPL,2022,internet_fm_ratio,0.77,dhs
NPL.4_1,NPL,2022,mobile_women,81.7,dhs
NPL.4_1,NPL,2022,mobile_men,92,dhs
NPL.4_1,NPL,2022,mobile_fm_ratio,0.888,dhs
NPL.4_1,NPL,2016,internet_women,9,dhs
NPL.4_1,NPL,2016,internet_men,30.5,dhs
NPL.4_1,NPL,2016,internet_fm_ratio,0.25,dhs
NPL.4_1,NPL,2016,mobile_women,68.4,dhs
NPL.4_1,NPL,2016,mobile_men,86.5,dhs
NPL.4_1,NPL,2016,mobile_fm_ratio,0.791,dhs
NPL.5_1,NPL,2016,internet_women,32.5,dhs
NPL.5_1,NPL,2016,internet_men,54.3,dhs
NPL.5_1,NPL,2016,internet_fm_ratio,0.571,dhs
NPL.5_1,NPL,2016,mobile_women,77.4,dhs
NPL.5_1,NPL,2016,mobile_men,89.8,dhs
NPL.5_1,NPL,2016,mobile_fm_ratio,0.862,dhs
NPL.5_1,NPL,2022,internet_women,78.2,dhs
NPL.5_1,NPL,2022,internet_men,80.1,dhs
NPL.5_1,NPL,2022,internet_fm_ratio,0.954,dhs
NPL.5_1,NPL,2022,mobile_women,85.2,dhs
NPL.5_1,NPL,2022,mobile_men,94.6,dhs
NPL.5_1,NPL,2022,mobile_fm_ratio,0.901,dhs
PAK.2_1,PAK,2017,internet_women,2.8,dhs
PAK.2_1,PAK,2017,internet_men,34.2,dhs
PAK.2_1,PAK,2017,internet_fm_ratio,0.077,dhs
PAK.2_1,PAK,2017,mobile_women,16.4,dhs
PAK.2_1,PAK,2017,mobile_men,98.7,dhs
PAK.2_1,PAK,2017,mobile_fm_ratio,0.166,dhs
PAK.3_1,PAK,2017,internet_women,0.4,dhs
PAK.3_1,PAK,2017,internet_men,13.3,dhs
PAK.3_1,PAK,2017,internet_fm_ratio,0.029,dhs
PAK.3_1,PAK,2017,mobile_women,10.6,dhs
PAK.3_1,PAK,2017,mobile_men,79.2,dhs
PAK.3_1,PAK,2017,mobile_fm_ratio,0.134,dhs
PAK.4_1,PAK,2017,internet_women,31.6,dhs
PAK.4_1,PAK,2017,internet_men,54.4,dhs
PAK.4_1,PAK,2017,internet_fm_ratio,0.568,dhs
PAK.4_1,PAK,2017,mobile_women,66,dhs
PAK.4_1,PAK,2017,mobile_men,97.8,dhs
PAK.4_1,PAK,2017,mobile_fm_ratio,0.675,dhs
PAK.5_1,PAK,2017,internet_women,5.1,dhs
PAK.5_1,PAK,2017,internet_men,25.2,dhs
PAK.5_1,PAK,2017,internet_fm_ratio,0.202,dhs
PAK.5_1,PAK,2017,mobile_women,33.1,dhs
PAK.5_1,PAK,2017,mobile_men,92.3,dhs
PAK.5_1,PAK,2017,mobile_fm_ratio,0.358,dhs
PAK.7_1,PAK,2017,internet_women,15.8,dhs
PAK.7_1,PAK,2017,internet_men,31.4,dhs
PAK.7_1,PAK,2017,internet_fm_ratio,0.49,dhs
PAK.7_1,PAK,2017,mobile_women,47.7,dhs
PAK.7_1,PAK,2017,mobile_men,94.7,dhs
PAK.7_1,PAK,2017,mobile_fm_ratio,0.503,dhs
PAK.8_1,PAK,2017,internet_women,3.5,dhs
PAK.8_1,PAK,2017,internet_men,15.4,dhs
PAK.8_1,PAK,2017,internet_fm_ratio,0.228,dhs
PAK.8_1,PAK,2017,mobile_women,10.6,dhs
PAK.8_1,PAK,2017,mobile_men,83.5,dhs
PAK.8_1,PAK,2017,mobile_fm_ratio,0.127,dhs
PHL.1_1,PHL,2017,internet_women,62.5,dhs
PHL.1_1,PHL,2017,mobile_women,67.4,dhs
PHL.1_1,PHL,2022,internet_women,79.2,dhs
PHL.1_1,PHL,2022,mobile_women,91.4,dhs
PHL.10_1,PHL,2017,internet_women,76,dhs
PHL.10_1,PHL,2017,mobile_women,90.9,dhs
PHL.10_1,PHL,2022,internet_women,93,dhs
PHL.10_1,PHL,2022,mobile_women,94.8,dhs
PHL.11_1,PHL,2017,internet_women,46.2,dhs
PHL.11_1,PHL,2017,mobile_women,97.3,dhs
PHL.11_1,PHL,2022,internet_women,93,dhs
PHL.11_1,PHL,2022,mobile_women,96.5,dhs
PHL.12_1,PHL,2022,internet_women,87.9,dhs
PHL.12_1,PHL,2022,mobile_women,98.4,dhs
PHL.13_1,PHL,2017,internet_women,78.7,dhs
PHL.13_1,PHL,2017,mobile_women,97.1,dhs
PHL.13_1,PHL,2022,internet_women,88,dhs
PHL.13_1,PHL,2022,mobile_women,99.8,dhs
PHL.14_1,PHL,2022,internet_women,83.4,dhs
PHL.14_1,PHL,2022,mobile_women,84.6,dhs
PHL.14_1,PHL,2017,internet_women,73.7,dhs
PHL.14_1,PHL,2017,mobile_women,81.8,dhs
PHL.15_1,PHL,2017,internet_women,79.4,dhs
PHL.15_1,PHL,2017,mobile_women,84.2,dhs
PHL.15_1,PHL,2022,internet_women,80.4,dhs
PHL.15_1,PHL,2022,mobile_women,88,dhs
PHL.16_1,PHL,2022,internet_women,70,dhs
PHL.16_1,PHL,2022,mobile_women,83.9,dhs
PHL.16_1,PHL,2017,internet_women,56.3,dhs
PHL.16_1,PHL,2017,mobile_women,78.5,dhs
PHL.17_1,PHL,2017,internet_women,83,dhs
PHL.17_1,PHL,2017,mobile_women,90.3,dhs
PHL.17_1,PHL,2022,internet_women,95,dhs
PHL.17_1,PHL,2022,mobile_women,97.3,dhs
PHL.18_1,PHL,2022,internet_women,77.5,dhs
PHL.18_1,PHL,2022,mobile_women,88.3,dhs
PHL.18_1,PHL,2017,internet_women,48.2,dhs
PHL.18_1,PHL,2017,mobile_women,90.5,dhs
PHL.19_1,PHL,2017,internet_women,65,dhs
PHL.19_1,PHL,2017,mobile_women,74.5,dhs
PHL.19_1,PHL,2022,internet_women,86,dhs
PHL.19_1,PHL,2022,mobile_women,85.2,dhs
PHL.2_1,PHL,2017,internet_women,73.3,dhs
PHL.2_1,PHL,2017,mobile_women,87.1,dhs
PHL.2_1,PHL,2022,internet_women,80,dhs
PHL.2_1,PHL,2022,mobile_women,87.2,dhs
PHL.20_1,PHL,2017,internet_women,70.3,dhs
PHL.20_1,PHL,2017,mobile_women,83.4,dhs
PHL.20_1,PHL,2022,internet_women,82.5,dhs
PHL.20_1,PHL,2022,mobile_women,86.3,dhs
PHL.21_1,PHL,2017,internet_women,72.8,dhs
PHL.21_1,PHL,2017,mobile_women,85.7,dhs
PHL.21_1,PHL,2022,internet_women,81.5,dhs
PHL.21_1,PHL,2022,mobile_women,87.2,dhs
PHL.22_1,PHL,2017,internet_women,55.1,dhs
PHL.22_1,PHL,2017,mobile_women,73.1,dhs
PHL.22_1,PHL,2022,internet_women,78.5,dhs
PHL.22_1,PHL,2022,mobile_women,92,dhs
PHL.23_1,PHL,2022,internet_women,78.6,dhs
PHL.23_1,PHL,2022,mobile_women,79.2,dhs
PHL.23_1,PHL,2017,internet_women,62.3,dhs
PHL.23_1,PHL,2017,mobile_women,80.7,dhs
PHL.24_1,PHL,2022,internet_women,92.9,dhs
PHL.24_1,PHL,2022,mobile_women,97.7,dhs
PHL.24_1,PHL,2017,internet_women,85.7,dhs
PHL.24_1,PHL,2017,mobile_women,96.4,dhs
PHL.25_1,PHL,2017,internet_women,78.5,dhs
PHL.25_1,PHL,2017,mobile_women,88,dhs
PHL.25_1,PHL,2022,internet_women,82.9,dhs
PHL.25_1,PHL,2022,mobile_women,93.4,dhs
PHL.26_1,PHL,2022,internet_women,71.9,dhs
PHL.26_1,PHL,2022,mobile_women,76,dhs
PHL.26_1,PHL,2017,internet_women,29.9,dhs
PHL.26_1,PHL,2017,mobile_women,70.5,dhs
PHL.27_1,PHL,2017,internet_women,73.8,dhs
PHL.27_1,PHL,2017,mobile_women,92,dhs
PHL.27_1,PHL,2022,internet_women,72.9,dhs
PHL.27_1,PHL,2022,mobile_women,86.3,dhs
PHL.28_1,PHL,2022,internet_women,83.6,dhs
PHL.28_1,PHL,2022,mobile_women,89.6,dhs
PHL.28_1,PHL,2017,internet_women,67.9,dhs
PHL.28_1,PHL,2017,mobile_women,86.2,dhs
PHL.29_1,PHL,2017,internet_women,64.9,dhs
PHL.29_1,PHL,2017,mobile_women,74.3,dhs
PHL.29_1,PHL,2022,internet_women,78.5,dhs
PHL.29_1,PHL,2022,mobile_women,80.9,dhs
PHL.3_1,PHL,2017,internet_women,51,dhs
PHL.3_1,PHL,2017,mobile_women,76.4,dhs
PHL.3_1,PHL,2022,internet_women,53.8,dhs
PHL.3_1,PHL,2022,mobile_women,80.3,dhs
PHL.30_1,PHL,2022,internet_women,75.3,dhs
PHL.30_1,PHL,2022,mobile_women,83.6,dhs
PHL.30_1,PHL,2017,internet_women,65.6,dhs
PHL.30_1,PHL,2017,mobile_women,78.2,dhs
PHL.31_1,PHL,2017,internet_women,67.6,dhs
PHL.31_1,PHL,2017,mobile_women,68.6,dhs
PHL.31_1,PHL,2022,internet_women,77.4,dhs
PHL.31_1,PHL,2022,mobile_women,75.7,dhs
PHL.32_1,PHL,2022,internet_women,82,dhs
PHL.32_1,PHL,2022,mobile_women,88.2,dhs
PHL.32_1,PHL,2017,internet_women,66.3,dhs
PHL.32_1,PHL,2017,mobile_women,91.2,dhs
PHL.33_1,PHL,2017,internet_women,49.5,dhs
PHL.33_1,PHL,2017,mobile_women,78.5,dhs
PHL.33_1,PHL,2022,internet_women,80.4,dhs
PHL.33_1,PHL,2022,mobile_women,93.7,dhs
PHL.34_1,PHL,2022,internet_women,81.5,dhs
PHL.34_1,PHL,2022,mobile_women,90.9,dhs
PHL.34_1,PHL,2017,internet_women,55.9,dhs
PHL.34_1,PHL,2017,mobile_women,92.9,dhs
PHL.35_1,PHL,2017,internet_women,72.8,dhs
PHL.35_1,PHL,2017,mobile_women,91.7,dhs
PHL.35_1,PHL,2022,internet_women,86.7,dhs
PHL.35_1,PHL,2022,mobile_women,93.5,dhs
PHL.36_1,PHL,2022,internet_women,83.1,dhs
PHL.36_1,PHL,2022,mobile_women,84.7,dhs
PHL.36_1,PHL,2017,internet_women,67.2,dhs
PHL.36_1,PHL,2017,mobile_women,80.9,dhs
PHL.37_1,PHL,2017,internet_women,62.8,dhs
PHL.37_1,PHL,2017,mobile_women,88.8,dhs
PHL.37_1,PHL,2022,internet_women,74.1,dhs
PHL.37_1,PHL,2022,mobile_women,89.9,dhs
PHL.38_1,PHL,2017,internet_women,66.6,dhs
PHL.38_1,PHL,2017,mobile_women,80.2,dhs
PHL.38_1,PHL,2022,internet_women,65.8,dhs
PHL.38_1,PHL,2022,mobile_women,93.1,dhs
PHL.39_1,PHL,2017,internet_women,72,dhs
PHL.39_1,PHL,2017,mobile_women,89,dhs
PHL.39_1,PHL,2022,internet_women,78,dhs
PHL.39_1,PHL,2022,mobile_women,94.1,dhs
PHL.4_1,PHL,2017,internet_women,62.8,dhs
PHL.4_1,PHL,2017,mobile_women,87.8,dhs
PHL.4_1,PHL,2022,internet_women,81.6,dhs
PHL.4_1,PHL,2022,mobile_women,87.5,dhs
PHL.40_1,PHL,2017,internet_women,69.2,dhs
PHL.40_1,PHL,2017,mobile_women,86.7,dhs
PHL.40_1,PHL,2022,internet_women,91.1,dhs
PHL.40_1,PHL,2022,mobile_women,94.6,dhs
PHL.41_1,PHL,2022,internet_women,71.2,dhs
PHL.41_1,PHL,2022,mobile_women,89.5,dhs
PHL.41_1,PHL,2017,internet_women,65.3,dhs
PHL.41_1,PHL,2017,mobile_women,79.9,dhs
PHL.42_1,PHL,2022,internet_women,58.4,dhs
PHL.42_1,PHL,2022,mobile_women,80.2,dhs
PHL.42_1,PHL,2017,internet_women,26.8,dhs
PHL.42_1,PHL,2017,mobile_women,74,dhs
PHL.43_1,PHL,2017,internet_women,71.9,dhs
PHL.43_1,PHL,2017,mobile_women,84.4,dhs
PHL.43_1,PHL,2022,internet_women,90.6,dhs
PHL.43_1,PHL,2022,mobile_women,91.4,dhs
PHL.44_1,PHL,2022,internet_women,48.8,dhs
PHL.44_1,PHL,2022,mobile_women,92.8,dhs
PHL.44_1,PHL,2017,internet_women,40.7,dhs
PHL.44_1,PHL,2017,mobile_women,61.9,dhs
PHL.45_1,PHL,2017,internet_women,65.6,dhs
PHL.45_1,PHL,2017,mobile_women,88.5,dhs
PHL.45_1,PHL,2022,internet_women,70.4,dhs
PHL.45_1,PHL,2022,mobile_women,91.9,dhs
PHL.46_1,PHL,2022,internet_women,57.2,dhs
PHL.46_1,PHL,2022,mobile_women,74.4,dhs
PHL.46_1,PHL,2017,internet_women,38,dhs
PHL.46_1,PHL,2017,mobile_women,69.3,dhs
PHL.47_1,PHL,2017,internet_women,90.5,dhs
PHL.47_1,PHL,2017,mobile_women,95.6,dhs
PHL.47_1,PHL,2022,internet_women,93.3,dhs
PHL.47_1,PHL,2022,mobile_women,97.3,dhs
PHL.48_1,PHL,2017,internet_women,58.1,dhs
PHL.48_1,PHL,2017,mobile_women,78.5,dhs
PHL.48_1,PHL,2022,internet_women,76.6,dhs
PHL.48_1,PHL,2022,mobile_women,89.1,dhs
PHL.49_1,PHL,2022,internet_women,70.6,dhs
PHL.49_1,PHL,2022,mobile_women,90.5,dhs
PHL.49_1,PHL,2017,internet_women,69.1,dhs
PHL.49_1,PHL,2017,mobile_women,86.7,dhs
PHL.5_1,PHL,2017,internet_women,65.4,dhs
PHL.5_1,PHL,2017,mobile_women,82.9,dhs
PHL.5_1,PHL,2022,internet_women,81.2,dhs
PHL.5_1,PHL,2022,mobile_women,87.4,dhs
PHL.50_1,PHL,2022,internet_women,63.6,dhs
PHL.50_1,PHL,2022,mobile_women,95.3,dhs
PHL.50_1,PHL,2017,internet_women,50.3,dhs
PHL.50_1,PHL,2017,mobile_women,91.1,dhs
PHL.51_1,PHL,2017,internet_women,59.5,dhs
PHL.51_1,PHL,2017,mobile_women,73.3,dhs
PHL.51_1,PHL,2022,internet_women,73.3,dhs
PHL.51_1,PHL,2022,mobile_women,82,dhs
PHL.52_1,PHL,2022,internet_women,72.6,dhs
PHL.52_1,PHL,2022,mobile_women,85.6,dhs
PHL.52_1,PHL,2017,internet_women,58.2,dhs
PHL.52_1,PHL,2017,mobile_women,82.9,dhs
PHL.53_1,PHL,2017,internet_women,50.8,dhs
PHL.53_1,PHL,2017,mobile_women,77.3,dhs
PHL.53_1,PHL,2022,internet_women,59.8,dhs
PHL.53_1,PHL,2022,mobile_women,81.6,dhs
PHL.54_1,PHL,2022,internet_women,72.5,dhs
PHL.54_1,PHL,2022,mobile_women,75.7,dhs
PHL.54_1,PHL,2017,internet_women,42.5,dhs
PHL.54_1,PHL,2017,mobile_women,69.8,dhs
PHL.55_1,PHL,2017,internet_women,60.7,dhs
PHL.55_1,PHL,2017,mobile_women,91.5,dhs
PHL.55_1,PHL,2022,internet_women,89.3,dhs
PHL.55_1,PHL,2022,mobile_women,90.6,dhs
PHL.56_1,PHL,2017,internet_women,62.7,dhs
PHL.56_1,PHL,2017,mobile_women,91.4,dhs
PHL.56_1,PHL,2022,internet_women,93.3,dhs
PHL.56_1,PHL,2022,mobile_women,98.4,dhs
PHL.57_1,PHL,2017,internet_women,58.3,dhs
PHL.57_1,PHL,2017,mobile_women,73.2,dhs
PHL.57_1,PHL,2022,internet_women,78.8,dhs
PHL.57_1,PHL,2022,mobile_women,82.8,dhs
PHL.58_1,PHL,2017,internet_women,63.8,dhs
PHL.58_1,PHL,2017,mobile_women,82.5,dhs
PHL.58_1,PHL,2022,internet_women,79.6,dhs
PHL.58_1,PHL,2022,mobile_women,87.4,dhs
PHL.59_1,PHL,2017,internet_women,51.5,dhs
PHL.59_1,PHL,2017,mobile_women,73.8,dhs
PHL.59_1,PHL,2022,internet_women,69.9,dhs
PHL.59_1,PHL,2022,mobile_women,84.2,dhs
PHL.6_1,PHL,2022,internet_women,82.7,dhs
PHL.6_1,PHL,2022,mobile_women,81.6,dhs
PHL.6_1,PHL,2017,internet_women,58,dhs
PHL.6_1,PHL,2017,mobile_women,78.3,dhs
PHL.60_1,PHL,2022,internet_women,93.4,dhs
PHL.60_1,PHL,2022,mobile_women,96.4,dhs
PHL.60_1,PHL,2017,internet_women,82.8,dhs
PHL.60_1,PHL,2017,mobile_women,90.3,dhs
PHL.61_1,PHL,2017,internet_women,60,dhs
PHL.61_1,PHL,2017,mobile_women,85.3,dhs
PHL.61_1,PHL,2022,internet_women,86,dhs
PHL.61_1,PHL,2022,mobile_women,91.3,dhs
PHL.62_1,PHL,2022,internet_women,86.5,dhs
PHL.62_1,PHL,2022,mobile_women,90.3,dhs
PHL.62_1,PHL,2017,internet_women,43.9,dhs
PHL.62_1,PHL,2017,mobile_women,89.7,dhs
PHL.63_1,PHL,2017,internet_women,62.5,dhs
PHL.63_1,PHL,2017,mobile_women,92.1,dhs
PHL.63_1,PHL,2022,internet_women,64.4,dhs
PHL.63_1,PHL,2022,mobile_women,88.8,dhs
PHL.64_1,PHL,2022,internet_women,96.3,dhs
PHL.64_1,PHL,2022,mobile_women,93.9,dhs
PHL.64_1,PHL,2017,internet_women,83.2,dhs
PHL.64_1,PHL,2017,mobile_women,88.8,dhs
PHL.65_1,PHL,2017,internet_women,44.7,dhs
PHL.65_1,PHL,2017,mobile_women,79.6,dhs
PHL.65_1,PHL,2022,internet_women,79.5,dhs
PHL.65_1,PHL,2022,mobile_women,87,dhs
PHL.66_1,PHL,2017,internet_women,66.9,dhs
PHL.66_1,PHL,2017,mobile_women,80.5,dhs
PHL.66_1,PHL,2022,internet_women,81.7,dhs
PHL.66_1,PHL,2022,mobile_women,85.3,dhs
PHL.67_1,PHL,2022,internet_women,51.8,dhs
PHL.67_1,PHL,2022,mobile_women,60.1,dhs
PHL.67_1,PHL,2017,internet_women,55.7,dhs
PHL.67_1,PHL,2017,mobile_women,74.8,dhs
PHL.68_1,PHL,2017,internet_women,70.8,dhs
PHL.68_1,PHL,2017,mobile_women,90.8,dhs
PHL.68_1,PHL,2022,internet_women,82,dhs
PHL.68_1,PHL,2022,mobile_women,89.9,dhs
PHL.69_1,PHL,2017,internet_women,64.8,dhs
PHL.69_1,PHL,2017,mobile_women,83.7,dhs
PHL.69_1,PHL,2022,internet_women,82.9,dhs
PHL.69_1,PHL,2022,mobile_women,89.3,dhs
PHL.7_1,PHL,2017,internet_women,48.3,dhs
PHL.7_1,PHL,2017,mobile_women,76.1,dhs
PHL.7_1,PHL,2022,internet_women,71.6,dhs
PHL.7_1,PHL,2022,mobile_women,86.7,dhs
PHL.70_1,PHL,2017,internet_women,63,dhs
PHL.70_1,PHL,2017,mobile_women,79.2,dhs
PHL.70_1,PHL,2022,internet_women,85.2,dhs
PHL.70_1,PHL,2022,mobile_women,92.8,dhs
PHL.71_1,PHL,2017,internet_women,66.1,dhs
PHL.71_1,PHL,2017,mobile_women,81.9,dhs
PHL.71_1,PHL,2022,internet_women,89.3,dhs
PHL.71_1,PHL,2022,mobile_women,90.5,dhs
PHL.72_1,PHL,2022,internet_women,69,dhs
PHL.72_1,PHL,2022,mobile_women,76.5,dhs
PHL.72_1,PHL,2017,internet_women,50.1,dhs
PHL.72_1,PHL,2017,mobile_women,73.2,dhs
PHL.73_1,PHL,2022,internet_women,54.5,dhs
PHL.73_1,PHL,2022,mobile_women,80,dhs
PHL.73_1,PHL,2017,internet_women,9.1,dhs
PHL.73_1,PHL,2017,mobile_women,55,dhs
PHL.74_1,PHL,2017,internet_women,65.1,dhs
PHL.74_1,PHL,2017,mobile_women,74.9,dhs
PHL.74_1,PHL,2022,internet_women,76.2,dhs
PHL.74_1,PHL,2022,mobile_women,86.3,dhs
PHL.75_1,PHL,2022,internet_women,78.1,dhs
PHL.75_1,PHL,2022,mobile_women,91.3,dhs
PHL.75_1,PHL,2017,internet_women,69.2,dhs
PHL.75_1,PHL,2017,mobile_women,77.9,dhs
PHL.76_1,PHL,2017,internet_women,66.2,dhs
PHL.76_1,PHL,2017,mobile_women,77.8,dhs
PHL.76_1,PHL,2022,internet_women,71,dhs
PHL.76_1,PHL,2022,mobile_women,93.6,dhs
PHL.77_1,PHL,2022,internet_women,58.1,dhs
PHL.77_1,PHL,2022,mobile_women,75.4,dhs
PHL.77_1,PHL,2017,internet_women,41.4,dhs
PHL.77_1,PHL,2017,mobile_women,73.9,dhs
PHL.78_1,PHL,2017,internet_women,73.1,dhs
PHL.78_1,PHL,2017,mobile_women,93,dhs
PHL.78_1,PHL,2022,internet_women,90.1,dhs
PHL.78_1,PHL,2022,mobile_women,94.6,dhs
PHL.79_1,PHL,2022,internet_women,65.1,dhs
PHL.79_1,PHL,2022,mobile_women,81.4,dhs
PHL.79_1,PHL,2017,internet_women,47.2,dhs
PHL.79_1,PHL,2017,mobile_women,64.8,dhs
PHL.8_1,PHL,2017,internet_women,63.4,dhs
PHL.8_1,PHL,2017,mobile_women,81,dhs
PHL.8_1,PHL,2022,internet_women,69.2,dhs
PHL.8_1,PHL,2022,mobile_women,86.2,dhs
PHL.80_1,PHL,2017,internet_women,61,dhs
PHL.80_1,PHL,2017,mobile_women,76.6,dhs
PHL.80_1,PHL,2022,internet_women,81.6,dhs
PHL.80_1,PHL,2022,mobile_women,85.5,dhs
PHL.81_1,PHL,2017,internet_women,55.2,dhs
PHL.81_1,PHL,2017,mobile_women,80.6,dhs
PHL.81_1,PHL,2022,internet_women,72.2,dhs
PHL.81_1,PHL,2022,mobile_women,75.8,dhs
PHL.9_1,PHL,2017,internet_women,45.5,dhs
PHL.9_1,PHL,2017,mobile_women,71.9,dhs
PHL.9_1,PHL,2022,internet_women,52.8,dhs
PHL.9_1,PHL,2022,mobile_women,79.7,dhs
TJK.1_1,TJK,2017,internet_women,40.8,dhs
TJK.1_1,TJK,2017,mobile_women,81.5,dhs
TJK.2_1,TJK,2017,internet_women,32.4,dhs
TJK.2_1,TJK,2017,mobile_women,75.7,dhs
TJK.3_1,TJK,2017,internet_women,3.6,dhs
TJK.3_1,TJK,2017,mobile_women,41.2,dhs
TJK.4_1,TJK,2017,internet_women,22.3,dhs
TJK.4_1,TJK,2017,mobile_women,64.2,dhs
TJK.5_1,TJK,2017,internet_women,6.9,dhs
TJK.5_1,TJK,2017,mobile_women,47,dhs
TLS.1_1,TLS,2016,internet_women,13.8,dhs
TLS.1_1,TLS,2016,internet_men,22.5,dhs
