gid_0,country,gid_1,name_1
TJK,Tajikistan,TJK.3_1,Khatlon
TJK,Tajikistan,TJK.4_1,Sughd
TKM,Turkmenistan,TKM.1_1,Ahal
TKM,Turkmenistan,TKM.2_1,Aşgabat
TKM,Turkmenistan,TKM.3_1,Balkan
TKM,Turkmenistan,TKM.6_1,Daşoguz
TKM,Turkmenistan,TKM.4_1,Lebap
TKM,Turkmenistan,TKM.5_1,Mary
TLS,Timor-Leste,TLS.1_1,Aileu
TLS,Timor-Leste,TLS.2_1,Ainaro
TLS,Timor-Leste,TLS.3_1,Ambeno
TLS,Timor-Leste,TLS.4_1,Baucau
TLS,Timor-Leste,TLS.5_1,Bobonaro
TLS,Timor-Leste,TLS.6_1,Covalima
TLS,Timor-Leste,TLS.7_1,Dili
TLS,Timor-Leste,TLS.8_1,Ermera
TLS,Timor-Leste,TLS.9_1,Lautém
TLS,Timor-Leste,TLS.10_1,Liquiçá
TLS,Timor-Leste,TLS.11_1,Manatuto
TLS,Timor-Leste,TLS.12_1,Manufahi
TLS,Timor-Leste,TLS.13_1,Viqueque
TON,Tonga,TON.1_1,'Eua
TON,Tonga,TON.2_1,Ha'apai
TON,Tonga,TON.3_1,Niuas
TON,Tonga,TON.4_1,Tongatapu
TON,Tonga,TON.5_1,Vava'u
TUN,Tunisia,TUN.1_1,Ariana
TUN,Tunisia,TUN.2_1,Béja
TUN,Tunisia,TUN.3_1,Ben Arous (Tunis Sud)
TUN,Tunisia,TUN.4_1,Bizerte
TUN,Tunisia,TUN.5_1,Gabès
TUN,Tunisia,TUN.6_1,Gafsa
TUN,Tunisia,TUN.7_1,Jendouba
TUN,Tunisia,TUN.8_1,Kairouan
TUN,Tunisia,TUN.9_1,Kassérine
TUN,Tunisia,TUN.10_1,Kebili
TUN,Tunisia,TUN.11_1,Le Kef
TUN,Tunisia,TUN.12_1,Mahdia
TUN,Tunisia,TUN.13_1,Manubah
TUN,Tunisia,TUN.14_1,Médenine
TUN,Tunisia,TUN.15_1,Monastir
TUN,Tunisia,TUN.16_1,Nabeul
TUN,Tunisia,TUN.17_1,Sfax
TUN,Tunisia,TUN.18_1,Sidi Bou Zid
TUN,Tunisia,TUN.19_1,Siliana
TUN,Tunisia,TUN.20_1,Sousse
TUN,Tunisia,TUN.21_1,Tataouine
TUN,Tunisia,TUN.22_1,Tozeur
TUN,Tunisia,TUN.23_1,Tunis
TUN,Tunisia,TUN.24_1,Zaghouan
TUR,Turkey,TUR.1_1,Adana
TUR,Turkey,TUR.2_1,Adiyaman
TUR,Turkey,TUR.3_1,Afyon
TUR,Turkey,TUR.4_1,Agri
TUR,Turkey,TUR.5_1,Aksaray
TUR,Turkey,TUR.6_1,Amasya
TUR,Turkey,TUR.7_1,Ankara
TUR,Turkey,TUR.8_1,Antalya
TUR,Turkey,TUR.9_1,Ardahan
TUR,Turkey,TUR.10_1,Artvin
TUR,Turkey,TUR.11_1,Aydin
TUR,Turkey,TUR.12_1,Balikesir
TUR,Turkey,TUR.13_1,Bartın
TUR,Turkey,TUR.14_1,Batman
TUR,Turkey,TUR.15_1,Bayburt
TUR,Turkey,TUR.16_1,Bilecik
TUR,Turkey,TUR.17_1,Bingöl
TUR,Turkey,TUR.18_1,Bitlis
TUR,Turkey,TUR.19_1,Bolu
TUR,Turkey,TUR.20_1,Burdur
TUR,Turkey,TUR.21_1,Bursa
TUR,Turkey,TUR.22_1,Çanakkale
TUR,Turkey,TUR.23_1,Çankiri
TUR,Turkey,TUR.24_1,Çorum
TUR,Turkey,TUR.25_1,Denizli
TUR,Turkey,TUR.26_1,Diyarbakir
TUR,Turkey,TUR.27_1,Düzce
TUR,Turkey,TUR.28_1,Edirne
TUR,Turkey,TUR.29_1,Elazığ
TUR,Turkey,TUR.30_1,Erzincan
TUR,Turkey,TUR.31_1,Erzurum
TUR,Turkey,TUR.32_1,Eskisehir
TUR,Turkey,TUR.33_1,Gaziantep
TUR,Turkey,TUR.34_1,Giresun
TUR,Turkey,TUR.35_1,Gümüshane
TUR,Turkey,TUR.36_1,Hakkari
TUR,Turkey,TUR.37_1,Hatay
TUR,Turkey,TUR.38_1,Iğdır
TUR,Turkey,TUR.39_1,Isparta
TUR,Turkey,TUR.40_1,Istanbul
TUR,Turkey,TUR.41_1,Izmir
TUR,Turkey,TUR.42_1,K. Maras
TUR,Turkey,TUR.43_1,Karabük
TUR,Turkey,TUR.44_1,Karaman
TUR,Turkey,TUR.45_1,Kars
TUR,Turkey,TUR.46_1,Kastamonu
TUR,Turkey,TUR.47_1,Kayseri
TUR,Turkey,TUR.48_1,Kilis
TUR,Turkey,TUR.49_1,Kinkkale
TUR,Turkey,TUR.50_1,Kirklareli
TUR,Turkey,TUR.51_1,Kirsehir
TUR,Turkey,TUR.52_1,Kocaeli
TUR,Turkey,TUR.53_1,Konya
TUR,Turkey,TUR.54_1,Kütahya
TUR,Turkey,TUR.55_1,Malatya
TUR,Turkey,TUR.56_1,Manisa
TUR,Turkey,TUR.57_1,Mardin
TUR,Turkey,TUR.58_1,Mersin
TUR,Turkey,TUR.59_1,Mugla
TUR,Turkey,TUR.60_1,Mus
TUR,Turkey,TUR.61_1,Nevsehir
TUR,Turkey,TUR.62_1,Nigde
TUR,Turkey,TUR.63_1,Ordu
TUR,Turkey,TUR.64_1,Osmaniye
TUR,Turkey,TUR.65_1,Rize
TUR,Turkey,TUR.66_1,Sakarya
TUR,Turkey,TUR.67_1,Samsun
TUR,Turkey,TUR.68_1,Sanliurfa
TUR,Turkey,TUR.69_1,Siirt
TUR,Turkey,TUR.70_1,Sinop
TUR,Turkey,TUR.71_1,Sirnak
TUR,Turkey,TUR.72_1,Sivas
TUR,Turkey,TUR.73_1,Tekirdag
TUR,Turkey,TUR.74_1,Tokat
TUR,Turkey,TUR.75_1,Trabzon
TUR,Turkey,TUR.76_1,Tunceli
TUR,Turkey,TUR.77_1,Usak
TUR,Turkey,TUR.78_1,Van
TUR,Turkey,TUR.79_1,Yalova
TUR,Turkey,TUR.80_1,Yozgat
TUR,Turkey,TUR.81_1,Zinguldak
TUV,Tuvalu,TUV.1_1,Funafuti
TUV,Tuvalu,TUV.2_1,Nanumanga
TUV,Tuvalu,TUV.3_1,Nanumea
TUV,Tuvalu,TUV.4_1,Niulakita
TUV,Tuvalu,TUV.5_1,Niutao
TUV,Tuvalu,TUV.6_1,Nui
TUV,Tuvalu,TUV.7_1,Nukufetau
TUV,Tuvalu,TUV.8_1,Nukulaelae
TUV,Tuvalu,TUV.9_1,Vaitupu
TZA,Tanzania,TZA.1_1,Arusha
TZA,Tanzania,TZA.2_1,Dar es Salaam
TZA,Tanzania,TZA.3_1,Dodoma
TZA,Tanzania,TZA.4_1,Geita
TZA,Tanzania,TZA.5_1,Iringa
TZA,Tanzania,TZA.6_1,Kagera
TZA,Tanzania,TZA.18_1,Kaskazini Pemba
TZA,Tanzania,TZA.28_1,Kaskazini Unguja
TZA,Tanzania,TZA.7_1,Katavi
TZA,Tanzania,TZA.8_1,Kigoma
TZA,Tanzania,TZA.9_1,Kilimanjaro
TZA,Tanzania,TZA.19_1,Kusini Pemba
TZA,Tanzania,TZA.29_1,Kusini Unguja
TZA,Tanzania,TZA.10_1,Lindi
TZA,Tanzania,TZA.11_1,Manyara
TZA,Tanzania,TZA.12_1,Mara
TZA,Tanzania,TZA.13_1,Mbeya
TZA,Tanzania,TZA.30_1,Mjini Magharibi
TZA,Tanzania,TZA.14_1,Morogoro
TZA,Tanzania,TZA.15_1,Mtwara
TZA,Tanzania,TZA.16_1,Mwanza
TZA,Tanzania,TZA.17_1,Njombe
TZA,Tanzania,TZA.20_1,Pwani
TZA,Tanzania,TZA.21_1,Rukwa
TZA,Tanzania,TZA.22_1,Ruvuma
TZA,Tanzania,TZA.23_1,Shinyanga
TZA,Tanzania,TZA.24_1,Simiyu
TZA,Tanzania,TZA.25_1,Singida
TZA,Tanzania,TZA.31_1,Songwe
TZA,Tanzania,TZA.26_1,Tabora
TZA,Tanzania,TZA.27_1,Tanga
UGA,Uganda,UGA.1_1,Adjumani
UGA,Uganda,UGA.2_1,Apac
UGA,Uganda,UGA.3_1,Arua
UGA,Uganda,UGA.4_1,Bugiri
UGA,Uganda,UGA.5_1,Bundibugyo
UGA,Uganda,UGA.6_1,Bushenyi
UGA,Uganda,UGA.7_1,Busia
UGA,Uganda,UGA.8_1,Gulu
UGA,Uganda,UGA.9_1,Hoima
UGA,Uganda,UGA.10_1,Iganga
UGA,Uganda,UGA.11_1,Jinja
UGA,Uganda,UGA.12_1,Kabale
UGA,Uganda,UGA.13_1,Kabarole
UGA,Uganda,UGA.14_1,Kaberamaido
UGA,Uganda,UGA.15_1,Kalangala
UGA,Uganda,UGA.16_1,Kampala
UGA,Uganda,UGA.17_1,Kamuli
UGA,Uganda,UGA.18_1,Kamwenge
UGA,Uganda,UGA.19_1,Kanungu
UGA,Uganda,UGA.20_1,Kapchorwa
UGA,Uganda,UGA.21_1,Kasese
UGA,Uganda,UGA.22_1,Katakwi
UGA,Uganda,UGA.23_1,Kayunga
UGA,Uganda,UGA.24_1,Kibale
UGA,Uganda,UGA.25_1,Kiboga
UGA,Uganda,UGA.26_1,Kisoro
UGA,Uganda,UGA.27_1,Kitgum
UGA,Uganda,UGA.28_1,Kotido
UGA,Uganda,UGA.29_1,Kumi
UGA,Uganda,UGA.30_1,Kyenjojo
UGA,Uganda,UGA.31_1,Lake Albert
UGA,Uganda,UGA.32_1,Lake Victoria
UGA,Uganda,UGA.33_1,Lira
UGA,Uganda,UGA.34_1,Luwero
UGA,Uganda,UGA.35_1,Masaka
UGA,Uganda,UGA.36_1,Masindi
UGA,Uganda,UGA.37_1,Mayuge
UGA,Uganda,UGA.38_1,Mbale
UGA,Uganda,UGA.39_1,Mbarara
UGA,Uganda,UGA.40_1,Moroto
UGA,Uganda,UGA.41_1,Moyo
UGA,Uganda,UGA.42_1,Mpigi
UGA,Uganda,UGA.43_1,Mubende
UGA,Uganda,UGA.44_1,Mukono
UGA,Uganda,UGA.45_1,Nakapiripirit
UGA,Uganda,UGA.46_1,Nakasongola
UGA,Uganda,UGA.47_1,Nebbi
UGA,Uganda,UGA.48_1,Ntungamo
UGA,Uganda,UGA.49_1,Pader
UGA,Uganda,UGA.50_1,Pallisa
UGA,Uganda,UGA.51_1,Rakai
UGA,Uganda,UGA.52_1,Rukungiri
UGA,Uganda,UGA.53_1,Sembabule
UGA,Uganda,UGA.54_1,Sironko
UGA,Uganda,UGA.55_1,Soroti
UGA,Uganda,UGA.56_1,Tororo
UGA,Uganda,UGA.57_1,Wakiso
UGA,Uganda,UGA.58_1,Yumbe
UKR,Ukraine,?,?
UKR,Ukraine,UKR.1_1,Cherkasy
UKR,Ukraine,UKR.2_1,Chernihiv
UKR,Ukraine,UKR.3_1,Chernivtsi
UKR,Ukraine,UKR.4_1,Crimea
UKR,Ukraine,UKR.5_1,Dnipropetrovs'k
UKR,Ukraine,UKR.6_1,Donets'k
UKR,Ukraine,UKR.7_1,Ivano-Frankivs'k
UKR,Ukraine,UKR.8_1,Kharkiv
UKR,Ukraine,UKR.9_1,Kherson
UKR,Ukraine,UKR.10_1,Khmel'nyts'kyy
UKR,Ukraine,UKR.12_1,Kiev
UKR,Ukraine,UKR.11_1,Kiev City
UKR,Ukraine,UKR.13_1,Kirovohrad
UKR,Ukraine,UKR.14_1,L'viv
UKR,Ukraine,UKR.15_1,Luhans'k
UKR,Ukraine,UKR.16_1,Mykolayiv
UKR,Ukraine,UKR.17_1,Odessa
UKR,Ukraine,UKR.18_1,Poltava
UKR,Ukraine,UKR.19_1,Rivne
UKR,Ukraine,UKR.20_1,Sevastopol'
UKR,Ukraine,UKR.21_1,Sumy
UKR,Ukraine,UKR.22_1,Ternopil'
UKR,Ukraine,UKR.24_1,Vinnytsya
UKR,Ukraine,UKR.25_1,Volyn
UKR,Ukraine,UKR.23_1,Zakarpattia
UKR,Ukraine,UKR.26_1,Zaporizhia
UKR,Ukraine,UKR.27_1,Zhytomyr
UZB,Uzbekistan,UZB.1_1,Andijon
UZB,Uzbekistan,UZB.2_1,Buxoro
UZB,Uzbekistan,UZB.3_1,Farg'ona
UZB,Uzbekistan,UZB.4_1,Jizzax
UZB,Uzbekistan,UZB.8_1,Namangan
UZB,Uzbekistan,UZB.9_1,Navoiy
UZB,Uzbekistan,UZB.5_1,Qaraqalpaqstan
UZB,Uzbekistan,UZB.6_1,Qashqadaryo
UZB,Uzbekistan,UZB.10_1,Samarqand'
UZB,Uzbekistan,UZB.11_1,Sirdaryo
UZB,Uzbekistan,UZB.12_1,Surxondaryo
UZB,Uzbekistan,UZB.14_1,Toshkent
UZB,Uzbekistan,UZB.13_1,Toshkent Shahri
UZB,Uzbekistan,UZB.7_1,Xorazm
VCT,Saint Vincent and the Grenadines,VCT.1_1,Charlotte
VCT,Saint Vincent and the Grenadines,VCT.2_1,Grenadines
VCT,Saint Vincent and the Grenadines,VCT.3_1,Saint Andrew
VCT,Saint Vincent and the Grenadines,VCT.4_1,Saint David
VCT,Saint Vincent and the Grenadines,VCT.5_1,Saint George
VCT,Saint Vincent and the Grenadines,VCT.6_1,Saint Patrick
VEN,Venezuela,VEN.1_1,Amazonas
VEN,Venezuela,VEN.2_1,Anzoátegui
VEN,Venezuela,VEN.3_1,Apure
VEN,Venezuela,VEN.4_1,Aragua
VEN,Venezuela,VEN.5_1,Barinas
VEN,Venezuela,VEN.6_1,Bolívar
VEN,Venezuela,VEN.7_1,Carabobo
VEN,Venezuela,VEN.8_1,Cojedes
VEN,Venezuela,VEN.9_1,Delta Amacuro
VEN,Venezuela,VEN.10_1,Dependencias Federales
VEN,Venezuela,VEN.11_1,Distrito Capital
VEN,Venezuela,VEN.12_1,Falcón
VEN,Venezuela,VEN.13_1,Guárico
VEN,Venezuela,VEN.14_1,Lara
VEN,Venezuela,VEN.15_1,Mérida
VEN,Venezuela,VEN.16_1,Miranda
VEN,Venezuela,VEN.17_1,Monagas
VEN,Venezuela,VEN.18_1,Nueva Esparta
VEN,Venezuela,VEN.19_1,Portuguesa
VEN,Venezuela,VEN.20_1,Sucre
VEN,Venezuela,VEN.21_1,Táchira
VEN,Venezuela,VEN.22_1,Trujillo
VEN,Venezuela,VEN.23_1,Vargas
VEN,Venezuela,VEN.24_1,Yaracuy
VEN,Venezuela,VEN.25_1,Zulia
VNM,Vietnam,VNM.1_1,An Giang
VNM,Vietnam,VNM.7_1,Bà Rịa - Vũng Tàu
VNM,Vietnam,VNM.3_1,Bắc Giang
VNM,Vietnam,VNM.4_1,Bắc Kạn
VNM,Vietnam,VNM.2_1,Bạc Liêu
VNM,Vietnam,VNM.5_1,Bắc Ninh
VNM,Vietnam,VNM.6_1,Bến Tre
VNM,Vietnam,VNM.8_1,Bình Định
VNM,Vietnam,VNM.9_1,Bình Dương
VNM,Vietnam,VNM.10_1,Bình Phước
VNM,Vietnam,VNM.11_1,Bình Thuận
VNM,Vietnam,VNM.13_1,Cà Mau
VNM,Vietnam,VNM.12_1,Cần Thơ
VNM,Vietnam,VNM.14_1,Cao Bằng
VNM,Vietnam,VNM.19_1,Đà Nẵng
VNM,Vietnam,VNM.15_1,Đắk Lắk
VNM,Vietnam,VNM.16_1,Đắk Nông
VNM,Vietnam,VNM.20_1,Điện Biên
VNM,Vietnam,VNM.17_1,Đồng Nai
VNM,Vietnam,VNM.18_1,Đồng Tháp
VNM,Vietnam,VNM.21_1,Gia Lai
VNM,Vietnam,VNM.26_1,Hà Giang
VNM,Vietnam,VNM.28_1,Hà Nam
VNM,Vietnam,VNM.27_1,Hà Nội
VNM,Vietnam,VNM.29_1,Hà Tĩnh
VNM,Vietnam,VNM.22_1,Hải Dương
VNM,Vietnam,VNM.23_1,Hải Phòng
VNM,Vietnam,VNM.24_1,Hậu Giang
VNM,Vietnam,VNM.25_1,Hồ Chí Minh
VNM,Vietnam,VNM.30_1,Hoà Bình
VNM,Vietnam,VNM.31_1,Hưng Yên
VNM,Vietnam,VNM.32_1,Khánh Hòa
VNM,Vietnam,VNM.33_1,Kiên Giang
VNM,Vietnam,VNM.34_1,Kon Tum
VNM,Vietnam,VNM.36_1,Lai Châu
VNM,Vietnam,VNM.37_1,Lâm Đồng
VNM,Vietnam,VNM.35_1,Lạng Sơn
VNM,Vietnam,VNM.38_1,Lào Cai
VNM,Vietnam,VNM.39_1,Long An
VNM,Vietnam,VNM.40_1,Nam Định
VNM,Vietnam,VNM.41_1,Nghệ An
VNM,Vietnam,VNM.42_1,Ninh Bình
VNM,Vietnam,VNM.43_1,Ninh Thuận
VNM,Vietnam,VNM.44_1,Phú Thọ
VNM,Vietnam,VNM.45_1,Phú Yên
VNM,Vietnam,VNM.46_1,Quảng Bình
VNM,Vietnam,VNM.47_1,Quảng Nam
VNM,Vietnam,VNM.48_1,Quảng Ngãi
VNM,Vietnam,VNM.49_1,Quảng Ninh
VNM,Vietnam,VNM.50_1,Quảng Trị
VNM,Vietnam,VNM.51_1,Sóc Trăng
VNM,Vietnam,VNM.52_1,Sơn La
VNM,Vietnam,VNM.53_1,Tây Ninh
VNM,Vietnam,VNM.55_1,Thái Bình
VNM,Vietnam,VNM.56_1,Thái Nguyên
VNM,Vietnam,VNM.57_1,Thanh Hóa
VNM,Vietnam,VNM.54_1,Thừa Thiên Huế
VNM,Vietnam,VNM.58_1,Tiền Giang
VNM,Vietnam,VNM.59_1,Trà Vinh
VNM,Vietnam,VNM.60_1,Tuyên Quang
VNM,Vietnam,VNM.61_1,Vĩnh Long
VNM,Vietnam,VNM.62_1,Vĩnh Phúc
VNM,Vietnam,VNM.63_1,Yên Bái
VUT,Vanuatu,VUT.1_1,Malampa
VUT,Vanuatu,VUT.2_1,Penama
VUT,Vanuatu,VUT.3_1,Sanma
VUT,Vanuatu,VUT.4_1,Shefa
VUT,Vanuatu,VUT.5_1,Tafea
VUT,Vanuatu,VUT.6_1,Torba
WSM,Samoa,WSM.1_1,A'ana
WSM,Samoa,WSM.2_1,Aiga-i-le-Tai
WSM,Samoa,WSM.3_1,Atua
WSM,Samoa,WSM.4_1,Fa'asaleleaga
WSM,Samoa,WSM.5_1,Gaga'emauga
WSM,Samoa,WSM.6_1,Gagaifomauga
WSM,Samoa,WSM.7_1,Palauli
WSM,Samoa,WSM.8_1,Satupa'itea
WSM,Samoa,WSM.9_1,Tuamasaga
WSM,Samoa,WSM.10_1,Va'a-o-Fonoti
WSM,Samoa,WSM.11_1,Vaisigano
ZAF,South Africa,ZAF.1_1,Eastern Cape
ZAF,South Africa,ZAF.2_1,Free State
ZAF,South Africa,ZAF.3_1,Gauteng
ZAF,South Africa,ZAF.4_1,KwaZulu-Natal
ZAF,South Africa,ZAF.5_1,Limpopo
ZAF,South Africa,ZAF.6_1,Mpumalanga
ZAF,South Africa,ZAF.7_1,North West
ZAF,South Africa,ZAF.8_1,Northern Cape
ZAF,South Africa,ZAF.9_1,Western Cape
ZMB,Zambia,ZMB.1_1,Central
ZMB,Zambia,ZMB.2_1,Copperbelt
ZMB,Zambia,ZMB.3_1,Eastern
ZMB,Zambia,ZMB.4_1,Luapula
ZMB,Zambia,ZMB.5_1,Lusaka
ZMB,Zambia,ZMB.6_1,Muchinga
ZMB,Zambia,ZMB.7_1,North-Western
ZMB,Zambia,ZMB.8_1,Northern
ZMB,Zambia,ZMB.9_1,Southern
ZMB,Zambia,ZMB.10_1,Western
ZWE,Zimbabwe,ZWE.1_1,Bulawayo
ZWE,Zimbabwe,ZWE.2_1,Harare
ZWE,Zimbabwe,ZWE.3_1,Manicaland
ZWE,Zimbabwe,ZWE.4_1,Mashonaland Central
ZWE,Zimbabwe,ZWE.5_1,Mashonaland East
ZWE,Zimbabwe,ZWE.6_1,Mashonaland West
ZWE,Zimbabwe,ZWE.7_1,Masvingo
ZWE,Zimbabwe,ZWE.8_1,Matabeleland North
ZWE,Zimbabwe,ZWE.9_1,Matabeleland South
ZWE,Zimbabwe,ZWE.10_1,Midlands
ABW,Aruba,ABW,Aruba
AIA,Anguilla,AIA,Anguilla
ALA,Åland,ALA,Åland
AND,Andorra,AND,Andorra
ARE,United Arab Emirates,ARE,United Arab Emirates
ASM,American Samoa,ASM,American Samoa
ATA,Antarctica,ATA,Antarctica
ATF,French Southern Territories,ATF,French Southern Territories
ATG,Antigua and Barbuda,ATG,Antigua and Barbuda
AUS,Australia,AUS,Australia
AUT,Austria,AUT,Austria
BEL,Belgium,BEL,Belgium
BES,"Bonaire, Sint Eustatius and Saba",BES,"Bonaire, Sint Eustatius and Saba"
BHR,Bahrain,BHR,Bahrain
BHS,Bahamas,BHS,Bahamas
BLM,Saint-Barthélemy,BLM,Saint-Barthélemy
BMU,Bermuda,BMU,Bermuda
BRB,Barbados,BRB,Barbados
BRN,Brunei,BRN,Brunei
BVT,Bouvet Island,BVT,Bouvet Island
CAN,Canada,CAN,Canada
CCK,Cocos Islands,CCK,Cocos Islands
CHE,Switzerland,CHE,Switzerland
CHL,Chile,CHL,Chile
CHN,China,CHN,China
Z02,China,Z02,China
Z03,China,Z03,China
Z08,China,Z08,China
COK,Cook Islands,COK,Cook Islands
CUB,Cuba,CUB,Cuba
CUW,Curaçao,CUW,Curaçao
CXR,Christmas Island,CXR,Christmas Island
CYM,Cayman Islands,CYM,Cayman Islands
CYP,Cyprus,CYP,Cyprus
CZE,Czechia,CZE,Czechia
DEU,Germany,DEU,Germany
DNK,Denmark,DNK,Denmark
ESH,Western Sahara,ESH,Western Sahara
ESP,Spain,ESP,Spain
EST,Estonia,EST,Estonia
FIN,Finland,FIN,Finland
FJI,Fiji,FJI,Fiji
FLK,Falkland Islands,FLK,Falkland Islands
FRA,France,FRA,France
FRO,Faroe Islands,FRO,Faroe Islands
GBR,United Kingdom,GBR,United Kingdom
GGY,Guernsey,GGY,Guernsey
GIB,Gibraltar,GIB,Gibraltar
GLP,Guadeloupe,GLP,Guadeloupe
GRC,Greece,GRC,Greece
GRL,Greenland,GRL,Greenland
GUF,French Guiana,GUF,French Guiana
GUM,Guam,GUM,Guam
HMD,Heard Island and McDonald Island,HMD,Heard Island and McDonald Island
HRV,Croatia,HRV,Croatia
HUN,Hungary,HUN,Hungary
IMN,Isle of Man,IMN,Isle of Man
Z01,India,Z01,India
Z04,India,Z04,India
Z05,India,Z05,India
Z07,India,Z07,India
Z09,India,Z09,India
IOT,British Indian Ocean Territory,IOT,British Indian Ocean Territory
IRL,Ireland,IRL,Ireland
IRN,Iran,IRN,Iran
IRQ,Iraq,IRQ,Iraq
ISL,Iceland,ISL,Iceland
ISR,Israel,ISR,Israel
ITA,Italy,ITA,Italy
JEY,Jersey,JEY,Jersey
JOR,Jordan,JOR,Jordan
JPN,Japan,JPN,Japan
KIR,Kiribati,KIR,Kiribati
KNA,Saint Kitts and Nevis,KNA,Saint Kitts and Nevis
KOR,South Korea,KOR,South Korea
KWT,Kuwait,KWT,Kuwait
LBN,Lebanon,LBN,Lebanon
LIE,Liechtenstein,LIE,Liechtenstein
LTU,Lithuania,LTU,Lithuania
LUX,Luxembourg,LUX,Luxembourg
LVA,Latvia,LVA,Latvia
MAF,Saint-Martin,MAF,Saint-Martin
MCO,Monaco,MCO,Monaco
MDV,Maldives,MDV,Maldives
MHL,Marshall Islands,MHL,Marshall Islands
MLT,Malta,MLT,Malta
MNP,Northern Mariana Islands,MNP,Northern Mariana Islands
MSR,Montserrat,MSR,Montserrat
MTQ,Martinique,MTQ,Martinique
MYT,Mayotte,MYT,Mayotte
NCL,New Caledonia,NCL,New Caledonia
NFK,Norfolk Island,NFK,Norfolk Island
NIU,Niue,NIU,Niue
NLD,Netherlands,NLD,Netherlands
NOR,Norway,NOR,Norway
NRU,Nauru,NRU,Nauru
NZL,New Zealand,NZL,New Zealand
OMN,Oman,OMN,Oman
Z06,Pakistan,Z06,Pakistan
PAN,Panama,PAN,Panama
PCN,Pitcairn Islands,PCN,Pitcairn Islands
PNG,Papua New Guinea,PNG,Papua New Guinea
POL,Poland,POL,Poland
PRI,Puerto Rico,PRI,Puerto Rico
PRK,North Korea,PRK,North Korea
PRT,Portugal,PRT,Portugal
PSE,Palestine,PSE,Palestine
PYF,French Polynesia,PYF,French Polynesia
QAT,Qatar,QAT,Qatar
REU,Réunion,REU,Réunion
ROU,Romania,ROU,Romania
RUS,Russia,RUS,Russia
SAU,Saudi Arabia,SAU,Saudi Arabia
SDN,Sudan,SDN,Sudan
SGP,Singapore,SGP,Singapore
SGS,South Georgia and the South Sand,SGS,South Georgia and the South Sand
SHN,"Saint Helena, Ascension and Tris",SHN,"Saint Helena, Ascension and Tris"
SJM,Svalbard and Jan Mayen,SJM,Svalbard and Jan Mayen
SMR,San Marino,SMR,San Marino
SPM,Saint Pierre and Miquelon,SPM,Saint Pierre and Miquelon
SVK,Slovakia,SVK,Slovakia
SVN,Slovenia,SVN,Slovenia
SWE,Sweden,SWE,Sweden
SXM,Sint Maarten,SXM,Sint Maarten
SYC,Seychelles,SYC,Seychelles
SYR,Syria,SYR,Syria
TCA,Turks and Caicos Islands,TCA,Turks and Caicos Islands
TKL,Tokelau,TKL,Tokelau
TTO,Trinidad and Tobago,TTO,Trinidad and Tobago
TWN,Taiwan,TWN,Taiwan
UMI,United States Minor Outlying Isl,UMI,United States Minor Outlying Isl
URY,Uruguay,URY,Uruguay
USA,United States,USA,United States
VAT,Vatican City,VAT,Vatican City
VGB,British Virgin Islands,VGB,British Virgin Islands
VIR,"Virgin Islands, U.S.",VIR,"Virgin Islands, U.S."
WLF,Wallis and Futuna,WLF,Wallis and Futuna
XAD,Akrotiri and Dhekelia,XAD,Akrotiri and Dhekelia
XCA,Caspian Sea,XCA,Caspian Sea
XCL,Clipperton Island,XCL,Clipperton Island
XKO,Kosovo,XKO,Kosovo
XPI,Paracel Islands,XPI,Paracel Islands
XSP,Spratly Islands,XSP,Spratly Islands
YEM,Yemen,YEM,Yemen
ZNC,Northern Cyprus,ZNC,Northern Cyprus
