gid_0,country,outcome,date,predicted,predicted_error
ARE,United Arab Emirates,internet_fm_ratio,2018-08,0.46868645742198584,0.11093985294453237
ARE,United Arab Emirates,internet_men,2018-08,52.26992686113923,16.539124249786447
ARE,United Arab Emirates,internet_women,2018-08,87.60657785001811,12.75210255682196
ARE,United Arab Emirates,mobile_fm_ratio,2018-08,0.7413107580750116,0.11111664415028533
ARE,United Arab Emirates,mobile_men,2018-08,90.02082161908407,8.211221448612898
ARE,United Arab Emirates,mobile_women,2018-08,36.655972099842984,12.507495948881646
AFG,Afghanistan,internet_fm_ratio,2018-08,0.6772488924979426,0.1783768702112704
AFG,Afghanistan,internet_men,2018-08,47.14620047719902,7.951476768678087
AFG,Afghanistan,internet_women,2018-08,37.6392196218522,22.980503408845088
AFG,Afghanistan,mobile_fm_ratio,2018-08,0.5946435893659192,0.09511645321970162
AFG,Afghanistan,mobile_men,2018-08,95.20098373182071,4.331122572979403
AFG,Afghanistan,mobile_women,2018-08,88.60393409085975,13.938093715446275
ALB,Albania,internet_fm_ratio,2018-08,0.23175986220716188,0.2251121769429468
ALB,Albania,internet_men,2018-08,92.40511290487599,11.49848736387015
ALB,Albania,internet_women,2018-08,96.35406022241804,23.73907500600407
ALB,Albania,mobile_fm_ratio,2018-08,0.7646113847055829,0.11353503445268698
ALB,Albania,mobile_men,2018-08,92.36764237253239,4.968400947629005
ALB,Albania,mobile_women,2018-08,37.728110795601395,17.271359471178336
ARM,Armenia,internet_fm_ratio,2018-08,0.21596258086100828,0.21129947929560944
ARM,Armenia,internet_men,2018-08,78.51943561209853,6.474695313396141
ARM,Armenia,internet_women,2018-08,55.047537121936514,15.466887344174488
ARM,Armenia,mobile_fm_ratio,2018-08,0.45615178500387643,0.0812088536513419
ARM,Armenia,mobile_men,2018-08,96.97474078562817,4.436266383875687
ARM,Armenia,mobile_women,2018-08,37.231409487885315,18.31646157154273
AGO,Angola,internet_fm_ratio,2018-08,0.6955062218256475,0.22710476358266254
AGO,Angola,internet_men,2018-08,52.97016738448737,20.31195119961574
AGO,Angola,internet_women,2018-08,98.61141730613778,2.4656510585984965
AGO,Angola,mobile_fm_ratio,2018-08,0.7273688523749988,0.10438778012445765
AGO,Angola,mobile_men,2018-08,74.1342811155348,8.707274521781974
AGO,Angola,mobile_women,2018-08,70.96468665578092,14.298547745902766
ARG,Argentina,internet_fm_ratio,2018-08,0.41553956474185805,0.14543318595242918
ARG,Argentina,internet_men,2018-08,42.893486765769026,20.948565132347653
ARG,Argentina,internet_women,2018-08,92.54195697583924,2.7401783309174244
ARG,Argentina,mobile_fm_ratio,2018-08,0.7522293940344338,0.08016999999234589
ARG,Argentina,mobile_men,2018-08,72.71969696677378,4.627184724305702
ARG,Argentina,mobile_women,2018-08,59.98398270127913,6.259254711596817
AUT,Austria,internet_fm_ratio,2018-08,0.563070719512935,0.13314279913997584
AUT,Austria,internet_men,2018-08,85.30767540567128,7.454013341363825
AUT,Austria,internet_women,2018-08,32.99037407958121,17.058617260815375
AUT,Austria,mobile_fm_ratio,2018-08,0.7282828233025076,0.09583667818496254
AUT,Austria,mobile_men,2018-08,89.61313521521762,4.917034453135416
AUT,Austria,mobile_women,2018-08,99.58608392492654,9.114462894943724
AUS,Australia,internet_fm_ratio,2018-08,0.9897752370787091,0.12802009167198297
AUS,Australia,internet_men,2018-08,56.25289627291887,20.404209890723074
AUS,Australia,internet_women,2018-08,95.9218722448179,15.32693639983755
AUS,Australia,mobile_fm_ratio,2018-08,0.8557815131359108,0.10067535417530549
AUS,Australia,mobile_men,2018-08,56.78477914092666,9.354930687669405
AUS,Australia,mobile_women,2018-08,53.0340149234477,12.257498152625065
ABW,Aruba,internet_fm_ratio,2018-08,0.7937973694793199,0.21081301906318894
ABW,Aruba,internet_men,2018-08,75.17068038085368,16.594481153348447
ABW,Aruba,internet_women,2018-08,46.27033394264966,21.81163017858738
ABW,Aruba,mobile_fm_ratio,2018-08,0.6951651515497177,0.11585483909687298
ABW,Aruba,mobile_men,2018-08,71.71971911925952,3.8587605503773528
ABW,Aruba,mobile_women,2018-08,59.44393664739739,9.298762810598255
AZE,Azerbaijan,internet_fm_ratio,2018-08,0.46541836956566707,0.14015311631268407
AZE,Azerbaijan,internet_men,2018-08,61.10562544276389,16.258871828408303
AZE,Azerbaijan,internet_women,2018-08,55.35251389502813,16.012703944772312
AZE,Azerbaijan,mobile_fm_ratio,2018-08,0.6209018930380072,0.08905359927237921
AZE,Azerbaijan,mobile_men,2018-08,71.45757346635231,9.418249428004044
AZE,Azerbaijan,mobile_women,2018-08,85.85060050996658,8.974552186184962
BIH,Bosnia and Herzegovina,internet_fm_ratio,2018-08,0.8578252697237488,0.21704667286784324
BIH,Bosnia and Herzegovina,internet_men,2018-08,69.05130400077545,13.09342691652368
BIH,Bosnia and Herzegovina,internet_women,2018-08,85.3482176867402,24.10814979935777
BIH,Bosnia and Herzegovina,mobile_fm_ratio,2018-08,0.6097277839757397,0.0702327886134915
BIH,Bosnia and Herzegovina,mobile_men,2018-08,94.49277195026913,8.758258313829408
BIH,Bosnia and Herzegovina,mobile_women,2018-08,70.02253480660092,11.624085603944053
BRB,Barbados,internet_fm_ratio,2018-08,0.5632600708934175,0.1050660545239146
BRB,Barbados,internet_men,2018-08,37.81293594667535,18.393422960512737
BRB,Barbados,internet_women,2018-08,56.53087924990525,20.150112329155498
BRB,Barbados,mobile_fm_ratio,2018-08,0.9200829879525945,0.1219402967044593
BRB,Barbados,mobile_men,2018-08,95.76092694022573,8.197295416813585
BRB,Barbados,mobile_women,2018-08,54.72770275595858,14.884696707410585
BGD,Bangladesh,internet_fm_ratio,2018-08,0.212460758786835,0.22666790427779668
BGD,Bangladesh,internet_men,2018-08,58.69470410011947,6.2374887423379
BGD,Bangladesh,internet_women,2018-08,60.649370568131495,9.083619819190416
BGD,Bangladesh,mobile_fm_ratio,2018-08,0.7888270649336513,0.13642565955973351
BGD,Bangladesh,mobile_men,2018-08,56.017828581041364,8.801203513991076
BGD,Bangladesh,mobile_women,2018-08,77.98236062477451,15.187488629779063
BEL,Belgium,internet_fm_ratio,2018-08,0.6966030857001086,0.20342945658993966
BEL,Belgium,internet_men,2018-08,54.28160233962749,7.916096984568291
BEL,Belgium,internet_women,2018-08,7.456383127352364,8.175272786534437
BEL,Belgium,mobile_fm_ratio,2018-08,0.8326695630744883,0.1232918888750521
BEL,Belgium,mobile_men,2018-08,82.54601189399142,6.186740289163973
BEL,Belgium,mobile_women,2018-08,94.74768218563055,20.842866499107664
BFA,Burkina Faso,internet_fm_ratio,2018-08,0.9782003761822906,0.22067682258501534
BFA,Burkina Faso,internet_men,2018-08,48.14729388822245,5.6291752069413885
BFA,Burkina Faso,internet_women,2018-08,21.074480369289837,21.245946121770476
BFA,Burkina Faso,mobile_fm_ratio,2018-08,0.8910433327581833,0.10985112736648636
BFA,Burkina Faso,mobile_men,2018-08,94.96002284228646,5.433162571305604
BFA,Burkina Faso,mobile_women,2018-08,69.56745688103264,14.843514632962954
BGR,Bulgaria,internet_fm_ratio,2018-08,0.2480688682135986,0.18436517217960616
BGR,Bulgaria,internet_men,2018-08,35.92900165672492,6.453462177476582
BGR,Bulgaria,internet_women,2018-08,39.26958612845452,23.28329971472196
BGR,Bulgaria,mobile_fm_ratio,2018-08,0.5383092628107571,0.06893713587770967
BGR,Bulgaria,mobile_men,2018-08,68.83883046274909,5.315701220165677
BGR,Bulgaria,mobile_women,2018-08,84.84479048908251,20.183288301937445
BHR,Bahrain,internet_fm_ratio,2018-08,0.5006705111182878,0.1923607927052256
BHR,Bahrain,internet_men,2018-08,54.12653319712382,20.225221848299334
BHR,Bahrain,internet_women,2018-08,94.2991263153438,11.839459872964046
BHR,Bahrain,mobile_fm_ratio,2018-08,0.6660473325212679,0.13010557004721024
BHR,Bahrain,mobile_men,2018-08,89.66748695152964,3.758903786593911
BHR,Bahrain,mobile_women,2018-08,54.485326192152435,10.328358766115548
BDI,Burundi,internet_fm_ratio,2018-08,0.8845217557665764,0.20408531110695174
BDI,Burundi,internet_men,2018-08,70.21691010263275,13.1888234249041
BDI,Burundi,internet_women,2018-08,43.4767931185194,6.007660552737764
BDI,Burundi,mobile_fm_ratio,2018-08,0.7980255604351761,0.07630215797054817
BDI,Burundi,mobile_men,2018-08,69.92456590277153,4.963528477565934
BDI,Burundi,mobile_women,2018-08,31.942100927315337,15.750301447967368
BEN,Benin,internet_fm_ratio,2018-08,0.5876515578732577,0.1607869079444371
BEN,Benin,internet_men,2018-08,43.23150662368516,20.66099103980192
BEN,Benin,internet_women,2018-08,60.68688428522257,15.849413602756973
BEN,Benin,mobile_fm_ratio,2018-08,0.6519935796943201,0.10256179720565714
BEN,Benin,mobile_men,2018-08,52.35677003973394,8.567574535637178
BEN,Benin,mobile_women,2018-08,78.05130214102134,14.894193534739548
BRN,Brunei Darussalam,internet_fm_ratio,2018-08,0.756784107949229,0.14706741693475808
BRN,Brunei Darussalam,internet_men,2018-08,82.35135922343233,18.945389353450288
BRN,Brunei Darussalam,internet_women,2018-08,17.679224489458385,4.273674839389878
BRN,Brunei Darussalam,mobile_fm_ratio,2018-08,0.6602740523040669,0.08675210148225146
BRN,Brunei Darussalam,mobile_men,2018-08,52.53998415153169,7.297106319130659
BRN,Brunei Darussalam,mobile_women,2018-08,73.11374346562586,18.298778681169964
BOL,"Bolivia, Plurinational State of",internet_fm_ratio,2018-08,0.9975631855191713,0.10507624256305487
BOL,"Bolivia, Plurinational State of",internet_men,2018-08,29.637566495254024,20.83430122855399
BOL,"Bolivia, Plurinational State of",internet_women,2018-08,81.13084436730668,10.021174898110964
BOL,"Bolivia, Plurinational State of",mobile_fm_ratio,2018-08,0.780791685337025,0.11277260839774272
BOL,"Bolivia, Plurinational State of",mobile_men,2018-08,53.19740876404999,8.99617585874285
